ZCTA,population,land_sqmi,density_sqmi
71018,1350,84.47,15.98
48462,13010,47.632,273.14
57430,1916,363.646,5.27
78161,602,12.807,47.01
29659,120,0.71,169.01
56334,5791,200.61,28.87
12170,5225,30.119,173.48
90631,68615,13.9,4936.33
22851,5894,55.196,106.78
18328,8061,83.239,96.84
42240,41510,268.76,154.45
17307,5677,59.596,95.26
68620,2927,306.136,9.56
38486,1273,71.479,17.81
29638,3669,59.387,61.78
14740,1283,26.052,49.25
71066,9,,
44490,696,0.756,920.63
72469,1002,76.827,13.04
45318,5338,44.712,119.39
24250,1167,52.583,22.19
77024,37647,12.829,2934.52
65076,622,25.864,24.05
23417,3862,49.324,78.3
17070,16891,13.405,1260.05
21230,33509,6.307,5312.99
74562,716,161.49,4.43
94508,3298,17.446,189.04
12185,1699,24.3,69.92
37167,63660,57.544,1106.28
73562,605,102.04,5.93
77957,8919,378.019,23.59
99660,362,42.281,8.56
73089,13977,105.26,132.79
68055,333,52.498,6.34
75784,539,38.597,13.96
75182,8069,17.585,458.86
49968,2305,250.333,9.21
98466,30622,5.926,5167.4
61401,30684,114.43,268.15
82410,1901,174.646,10.88
36568,13,0.898,14.48
60305,11489,2.476,4640.15
33435,36984,6.412,5767.94
57532,2911,1171.17,2.49
78391,141,17.364,8.12
83634,35506,149.701,237.18
75078,46857,32.761,1430.27
49258,10,,
16502,15815,2.585,6117.99
38547,1856,32.782,56.62
66408,250,44.728,5.59
34137,480,9.847,48.75
39218,6786,17.801,381.21
75859,2468,118.026,20.91
42368,932,42.329,22.02
74129,18764,4.159,4511.66
48854,19403,111.502,174.01
61234,1213,57.728,21.01
79404,8686,28.82,301.39
76119,53062,16.265,3262.34
31535,12191,100.53,121.27
05051,997,48.046,20.75
70661,1712,172.54,9.92
83554,343,226.34,1.52
35054,4954,26.139,189.53
67226,21441,26.971,794.96
93444,21495,68.872,312.1
37191,3998,41.518,96.3
40216,43764,14.449,3028.86
19350,10401,27.864,373.28
68003,4953,123.624,40.07
56339,1068,62.879,16.99
06794,953,13.585,70.15
16020,1179,25.493,46.25
39325,6064,109.778,55.24
57748,334,390.991,0.85
80219,60095,7.504,8008.4
35185,0,,
75645,10511,145.05,72.46
98286,135,7.696,17.54
28570,21435,124.432,172.26
71063,698,102.848,6.79
95337,46157,45.431,1015.98
72747,19,5.604,3.39
70422,13670,169.394,80.7
62690,3878,50.584,76.66
84640,260,35.223,7.38
06256,1796,7.477,240.2
08083,9626,2.503,3845.79
16733,204,11.572,17.63
56347,8067,187.395,43.05
93064,0,5.671,0
20510,0,0.012,0
26209,43,28.15,1.53
12188,11414,12.979,879.42
35243,17776,12.133,1465.1
49405,1698,68.986,24.61
57465,421,154.2,2.73
78232,36277,12.037,3013.79
99734,1424,214.064,6.65
33860,25617,116.834,219.26
49421,5700,133.775,42.61
17098,2521,9.732,259.04
45372,286,0.221,1294.12
84078,30669,927.574,33.06
14466,1656,17.224,96.14
26276,821,15.089,54.41
66754,421,46.324,9.09
95631,6934,152.247,45.54
06475,10515,15.059,698.25
18051,3252,8.365,388.76
57531,84,335.733,0.25
83637,250,440.143,0.57
11209,70756,2.122,33344.02
34987,17911,102.344,175.01
24946,1019,175.862,5.79
47851,0,,
70803,3448,0.241,14307.05
23161,208,10.845,19.18
90232,16804,2.106,7979.11
38917,3056,166.796,18.32
61563,548,0.349,1570.2
48859,2244,,
43217,2021,4.126,489.82
84636,452,65.53,6.9
72554,2749,154.209,17.83
03249,7785,38.852,200.38
10703,22135,1.747,12670.29
68665,767,280.43,2.74
35057,15514,126.792,122.36
21841,942,30.825,30.56
40219,39107,14.501,2696.85
29642,35721,49.743,718.11
97325,7154,31.052,230.39
37311,31043,53.92,575.72
79832,233,,
43766,1253,37.272,33.62
28358,33745,199.665,169.01
18333,109,2.148,50.74
98158,0,2.278,0
80214,26759,4.606,5809.6
17309,1953,24.775,78.83
35186,5121,55.668,91.99
58355,22,44.387,0.5
33772,23428,5.195,4509.72
98612,3325,75.612,43.97
15923,1609,26.043,61.78
04424,1065,105.177,10.13
93201,1146,77.327,14.82
72753,10425,89.506,116.47
68864,1065,170.47,6.25
17868,744,0.671,1108.79
40177,1627,13.79,117.98
06255,4442,22.75,195.25
08097,3207,1.378,2327.29
56353,9489,185.522,51.15
30105,2345,59.615,39.34
55967,1009,37.648,26.8
36201,17406,37.263,467.11
83868,853,9.583,89.01
91761,62506,29.154,2143.99
39326,264,38.603,6.84
38759,1409,61.376,22.96
28023,15255,46.329,329.28
27260,25941,12.15,2135.06
67560,1394,332.11,4.2
50676,2128,57.093,37.27
86508,504,69.623,7.24
54403,24976,133.998,186.39
61943,1495,77.721,19.24
93276,175,0.685,255.47
38333,260,24.7,10.53
30308,23329,1.595,14626.33
89131,50578,16.034,3154.42
72943,2511,98.733,25.43
35967,17342,124.958,138.78
66757,3225,113.866,28.32
52803,21868,5.121,4270.26
74840,1993,59.547,33.47
93254,794,136.568,5.81
19607,24332,11.204,2171.72
60441,36841,28.057,1313.08
06478,12870,32.745,393.04
84532,10648,1467.332,7.26
93721,7606,2.05,3710.24
50232,656,33.288,19.71
38077,0,0.032,0
32680,10445,249.878,41.8
31033,2552,74.251,34.37
75413,138,1.404,98.29
02832,4950,22.342,221.56
45255,22760,12.777,1781.33
56630,2081,273.741,7.6
03874,8613,9.01,955.94
44413,7329,23.716,309.03
90035,27851,2.048,13599.12
79247,29,7.604,3.81
44857,23320,83.06,280.76
72436,844,29.12,28.98
54106,4945,91.622,53.97
06763,2078,14.705,141.31
35052,214,0.365,586.3
67228,2529,7.945,318.31
21842,11121,9.01,1234.3
30060,39313,16.403,2396.7
98683,31613,7.256,4356.81
02559,2812,5.035,558.49
28357,2599,35.419,73.38
78622,353,0.826,427.36
62050,318,56.023,5.68
81321,14278,421.096,33.91
98155,35906,7.554,4753.24
42701,53240,158.76,335.35
24874,1949,65.993,29.53
08247,936,4.974,188.18
68331,1072,50.297,21.31
70607,28285,118.579,238.53
58356,1692,290.455,5.83
33771,27908,5.88,4746.26
45503,32673,17.368,1881.22
13144,1105,38.428,28.76
04421,1222,7.776,157.15
64867,1009,57.591,17.52
17229,1229,27.17,45.23
37821,22113,127.272,173.75
40143,6078,149.837,40.56
08094,40542,52.798,767.87
79915,34731,8.941,3884.46
05832,1061,29.287,36.23
49670,1659,46.174,35.93
88049,586,186.289,3.15
54904,22428,74.63,300.52
13834,108,0.348,310.34
23833,2284,57.133,39.98
88346,3087,59.888,51.55
35254,1756,0.428,4102.8
55324,1193,35.161,33.93
68955,2282,95.03,24.01
53527,11515,35.945,320.35
71855,203,54.939,3.7
43530,0,,
67869,1518,313.47,4.84
24733,255,5.804,43.94
85377,3452,8.468,407.65
71411,2467,67.388,36.61
84736,292,8.747,33.38
36273,3430,52.152,65.77
76627,1399,88.55,15.8
39470,12872,437.877,29.4
30664,11,0.278,39.57
26278,540,61.426,8.79
25022,39,35.266,1.11
19608,23986,25.672,934.33
60442,13467,68.389,196.92
23703,26364,13.96,1888.54
83401,47170,156.361,301.67
11207,93445,2.672,34971.93
92672,37470,7.952,4712.02
02831,3665,9.631,380.54
12405,449,7.145,62.84
45241,23545,17.595,1338.16
73744,184,90.975,2.02
01255,850,51.799,16.41
93401,29995,69.91,429.05
15067,2207,2.038,1082.92
63834,5218,248.906,20.96
66217,5302,9.378,565.37
57348,733,252.533,2.9
44854,1459,38.911,37.5
79601,26917,249.001,108.1
75034,51059,50.016,1020.85
19720,60593,37.138,1631.56
60202,32818,3.056,10738.87
84006,865,20.946,41.3
81527,1340,777.544,1.72
69041,108,161.858,0.67
57622,185,108.462,1.71
11718,3185,0.933,3413.72
80294,0,0.006,0
85138,52342,74.07,706.66
22576,1737,11.017,157.67
68004,993,78.698,12.62
52039,1005,35.147,28.59
90401,7925,0.849,9334.51
95458,3365,48.993,68.68
80722,481,34.52,13.93
26611,179,11.26,15.9
96101,4868,584.541,8.33
33765,14364,4.103,3500.85
65762,469,73.723,6.36
83555,493,205.737,2.4
55935,978,54.489,17.95
38601,2531,96.098,26.34
42440,746,0.999,746.75
04422,1189,40.553,29.32
99003,4634,70.155,66.05
62278,6425,102.394,62.75
93940,30951,20.492,1510.39
17224,1731,36.64,47.24
75803,21390,332.444,64.34
34986,29713,19.463,1526.64
28539,17900,49.117,364.44
95938,4327,71.846,60.23
74571,3291,332.455,9.9
75490,3024,29.295,103.23
68768,707,68.856,10.27
06110,12307,3.336,3689.15
30223,37136,108.054,343.68
13839,1362,39.756,34.26
24450,17760,205.812,86.29
95646,406,3.836,105.84
75779,51,0.861,59.23
67437,907,137.429,6.6
72341,162,20.266,7.99
95340,38045,39.73,957.59
70512,10703,94.887,112.8
59623,0,,
66833,576,126.615,4.55
36267,219,1.363,160.67
76624,2679,64.246,41.7
42765,7030,117.795,59.68
30667,863,78.128,11.05
75234,32998,10.36,3185.14
60474,628,3.228,194.55
06013,9613,29.709,323.57
45761,1323,33.182,39.87
21804,39461,74.298,531.12
48050,1290,18.595,69.37
38552,286,6.336,45.14
10964,1395,2.443,571.02
36054,14891,24.37,611.04
45242,22253,13.784,1614.41
73772,3440,244.358,14.08
01256,733,35.854,20.44
32808,61123,11.989,5098.26
66218,8796,9.002,977.12
76539,8642,137.43,62.88
57345,1089,656.771,1.66
84333,3095,25.08,123.41
94115,32715,1.116,29314.52
91746,28256,5.572,5071.07
19539,4112,22.129,185.82
60201,43555,4.724,9219.94
62897,573,12.465,45.97
37411,18815,8.671,2169.88
47520,2768,81.526,33.95
51575,1707,48.914,34.9
35674,20475,189.807,107.87
15490,541,9.603,56.34
02557,1849,7.186,257.31
03604,0,0.491,0
58782,440,189.792,2.32
80721,285,86.383,3.3
66040,3527,144.751,24.37
72152,351,73.123,4.8
70609,412,,
19950,7822,74.691,104.72
65265,15131,226.344,66.85
74063,31007,135.755,228.4
21530,1481,56.426,26.25
47932,5193,108.701,47.77
43449,8053,84.611,95.18
99006,14666,183.714,79.83
65282,151,12.299,12.28
18627,0,,
56484,3252,90.643,35.88
12429,168,2.109,79.66
04740,1430,38.656,36.99
59014,1488,412.556,3.61
94901,41095,13.154,3124.14
11554,35806,6.249,5729.88
90034,55120,3.112,17712.08
70345,8678,92.931,93.38
00670,8553,45.57,187.69
68503,15625,2.963,5273.37
67423,325,52.721,6.16
72355,1935,104.376,18.54
53529,2456,36.648,67.02
15633,595,0.63,944.44
03244,8005,82.046,97.57
67867,1566,221.339,7.08
71424,1401,57.8,24.24
50248,4300,81.693,52.64
19507,3744,37.689,99.34
95312,193,0.98,196.94
32720,34633,62.809,551.4
38923,938,79.367,11.82
44720,39656,34.054,1164.5
69334,2360,310.822,7.59
59057,718,264.389,2.72
45775,1548,29.071,53.25
58770,1437,248.234,5.79
10969,1333,11.159,119.46
36051,2899,50.787,57.08
73771,355,135.004,2.63
32807,34933,8.079,4323.93
03873,6590,13.315,494.93
05763,3099,28.753,107.78
54848,5866,186.854,31.39
56545,705,155.249,4.54
07866,22632,22.191,1019.87
98829,441,68.856,6.4
18354,1157,3.383,342
35633,20733,208.953,99.22
19534,1983,20.105,98.63
88347,18,38.402,0.47
99346,269,125.541,2.14
62894,814,44.987,18.09
78015,23548,20.924,1125.41
51561,716,59.888,11.96
97411,7629,134.135,56.88
96003,44068,237.55,185.51
58794,230,97.474,2.36
26624,2169,73.296,29.59
58362,25,32.154,0.78
65779,1132,75.218,15.05
99005,10682,39.68,269.2
10031,60305,0.649,92919.88
17233,5103,79.754,63.98
21648,104,17.618,5.9
96007,25009,129.623,192.94
95237,3753,7.985,470.01
26678,1524,14.364,106.1
14214,21162,2.863,7391.55
38670,1066,86.445,12.33
28027,79429,68.631,1157.33
17547,9100,12.001,758.27
55312,1412,71.256,19.82
94580,28866,3.445,8379.1
56756,614,106.031,5.79
85139,19522,193.418,100.93
52620,908,53.187,17.07
36269,1142,44.683,25.56
76569,2946,81.518,36.14
78362,10929,18.992,575.45
13361,666,28.324,23.51
27011,5109,53.17,96.09
79735,12962,1732.82,7.48
48328,25409,9.059,2804.83
72326,2030,83.215,24.39
58569,91,139.604,0.65
02836,47,0.261,180.08
73099,86749,121.272,715.33
25286,1388,68.884,20.15
54845,122,6.684,18.25
76537,12526,53.77,232.96
62370,295,63.,4.68
79252,2642,543.798,4.86
07865,3284,13.647,240.64
06615,16865,6.475,2604.63
72470,316,33.652,9.39
93514,14961,1115.776,13.41
75253,23822,13.637,1746.87
75694,0,,
23604,4768,12.114,393.59
77807,13068,96.251,135.77
50070,1366,65.884,20.73
78016,11302,158.765,71.19
45652,3147,33.231,94.7
33498,17192,7.401,2322.93
03243,924,26.36,35.05
13459,2034,50.913,39.95
36322,7740,62.46,123.92
10547,7361,5.068,1452.45
05663,6766,55.923,120.99
08243,2079,2.204,943.28
68324,96,28.826,3.33
16142,5433,41.943,129.53
56514,4055,213.91,18.96
58361,218,131.279,1.66
82523,993,758.994,1.31
97145,307,3.561,86.21
25690,842,1.755,479.77
08210,17278,68.778,251.21
10034,39037,1.09,35813.76
96783,1701,19.527,87.11
07032,40570,8.848,4585.22
12764,1827,59.476,30.72
93274,79154,214.081,369.74
62069,3102,31.839,97.43
39573,9770,397.092,24.6
14217,22566,3.213,7023.34
28024,31,,
65713,2208,108.709,20.31
03051,25476,28.291,900.5
54984,3245,76.239,42.56
95465,1154,41.715,27.66
17815,29324,135.752,216.01
12738,444,6.559,67.69
84305,612,41.674,14.69
50246,711,46.387,15.33
68938,455,58.327,7.8
27016,1858,39.942,46.52
48765,571,55.333,10.32
83631,1737,162.059,10.72
07607,10042,1.271,7900.87
64762,1453,131.639,11.04
58564,94,118.137,0.8
02835,5545,9.448,586.9
66403,803,94.341,8.51
16351,1552,99.395,15.61
56671,3139,220.688,14.22
56307,5227,107.239,48.74
96008,1086,36.346,29.88
79403,15941,132.045,120.72
61884,1072,25.544,41.97
56723,912,113.969,8
99110,1592,37.492,42.46
72099,664,0.186,3569.89
58235,609,87.662,6.95
53192,131,1.036,126.45
23607,23028,5.963,3861.81
69045,788,374.06,2.11
02657,3681,9.67,380.66
04951,1034,40.29,25.66
45644,4561,60.702,75.14
25932,228,3.904,58.4
90016,46102,3.627,12710.78
78659,2898,113.648,25.5
46135,19639,166.546,117.92
07626,9101,2.055,4428.71
32920,9964,3.892,2560.12
05666,27,,
16154,2351,26.05,90.25
56522,540,146.394,3.69
38922,3126,215.881,14.48
84732,39,9.422,4.14
74068,39,0.763,51.11
97146,7614,21.186,359.39
34688,8767,15.501,565.58
10037,18333,0.257,71334.63
96797,72717,34.323,2118.61
07031,16368,2.486,6584.07
12767,180,2.957,60.87
47901,4342,0.594,7309.76
99251,981,,
29456,39280,18.241,2153.39
33912,19150,21.289,899.53
29812,10965,276.58,39.64
68773,283,53.231,5.32
23322,66079,150.448,439.21
77334,211,14.328,14.73
71861,2330,139.753,16.67
63448,1683,49.318,34.13
43437,544,1.006,540.76
48662,1278,46.593,27.43
56758,351,106.675,3.29
63122,41724,14.122,2954.54
68937,1769,158.633,11.15
29560,12284,161.595,76.02
70563,19947,62.459,319.36
99503,12944,20.683,625.83
07901,24502,6.34,3864.67
25427,16410,135.92,120.73
54138,860,72.945,11.79
63860,200,6.707,29.82
95501,22972,7.042,3262.14
07604,12067,1.528,7897.25
72331,2102,143.069,14.69
40070,420,11.999,35
43469,2991,23.13,129.31
10953,0,1.101,0
75851,4292,259.469,16.54
56304,17281,59.953,288.24
63656,533,64.26,8.29
03253,6677,38.914,171.58
19701,44801,26.607,1683.81
10708,21946,3.097,7086.21
68662,1126,93.677,12.02
02652,924,7.998,115.53
29911,1292,75.172,17.19
81430,755,254.425,2.97
24352,1321,28.747,45.95
56016,991,26.283,37.7
29645,11212,106.919,104.86
58496,144,214.036,0.67
84008,0,,
56331,2176,69.349,31.38
25111,211,30.704,6.87
72903,26318,16.834,1563.38
45236,24648,6.93,3556.71
63760,647,29.393,22.01
85546,20735,674.757,30.73
80211,37441,4.499,8322.07
66607,9873,7.146,1381.61
17302,2641,38.438,68.71
16159,4664,27.235,171.25
32440,8048,104.48,77.03
84731,36,77.33,0.47
98047,6900,2.415,2857.14
47803,21702,34.175,635.03
21722,6918,59.35,116.56
63102,3004,1.426,2106.59
33983,18230,10.653,1711.26
45326,1509,23.068,65.42
83850,2555,69.708,36.65
36027,14981,288.994,51.84
99338,19235,66.458,289.43
73098,3382,136.315,24.81
54902,21982,35.12,625.91
76210,46790,16.298,2870.9
26201,19020,179.376,106.03
16127,15295,71.832,212.93
16505,15631,11.806,1323.99
94130,2829,0.881,3211.12
06614,35538,10.995,3232.2
31051,135,1.89,71.43
73079,615,75.012,8.2
48661,10744,265.724,40.43
85250,14904,9.417,1582.67
84061,315,30.086,10.47
81087,206,40.16,5.13
35452,4307,51.997,82.83
38639,519,6.895,75.27
28207,9709,2.518,3855.84
49713,2175,98.938,21.98
44690,52,0.301,172.76
13456,4103,28.072,146.16
72944,2669,79.138,33.73
54150,1132,17.131,66.08
64420,37,0.568,65.14
25879,260,1.645,158.05
94805,15356,1.982,7747.73
27018,7838,81.978,95.61
65583,14462,63.977,226.05
89110,67259,11.105,6056.64
65326,1722,137.222,12.55
21160,2543,16.538,153.77
17301,4122,13.125,314.06
29550,30198,213.249,141.61
43466,2708,27.75,97.59
12120,596,17.511,34.04
94133,24753,0.755,32785.43
75852,3166,172.29,18.38
42356,181,0.025,7240
74135,19737,6.055,3259.62
80239,44077,9.993,4410.79
48851,2310,31.189,74.06
71744,2961,399.052,7.42
87936,249,12.009,20.73
29033,12971,8.927,1453.01
68950,269,47.547,5.66
92802,43698,4.549,9606.07
46987,1109,0.547,2027.42
67223,773,3.705,208.64
99707,0,,
08332,35214,106.008,332.18
40211,21165,7.481,2829.17
56013,4534,169.146,26.81
58495,1203,357.349,3.37
55987,33911,159.724,212.31
90018,48812,2.896,16854.97
56332,1658,50.979,32.52
95464,2417,3.324,727.14
25112,167,0.033,5060.61
78618,292,165.215,1.77
85545,669,390.166,1.71
66608,4789,4.649,1030.11
36112,611,0.349,1750.72
59081,94,0.874,107.55
08020,2522,4.313,584.74
64015,31814,22.718,1400.39
81027,114,619.399,0.18
22624,3193,19.275,165.65
48766,1372,52.164,26.3
45325,2746,25.533,107.55
15320,4578,38.814,117.95
55420,24008,6.496,3695.81
77019,23662,3.52,6722.16
27928,1720,68.482,25.12
59231,319,1.995,159.9
85328,213,174.355,1.22
82240,9547,662.67,14.41
76164,13134,3.936,3336.89
26202,299,13.948,21.44
91390,18722,143.12,130.81
23838,17213,99.791,172.49
16506,24190,14.077,1718.41
57548,1526,116.967,13.05
33430,19773,113.739,173.85
67502,23617,78.619,300.4
73074,1147,39.801,28.82
43439,31,0.055,563.64
45377,14972,22.091,677.74
84062,47489,40.694,1166.98
53820,2472,89.939,27.49
86043,2337,104.503,22.36
28204,9744,1.729,5635.63
66835,1369,60.288,22.71
57038,1713,53.43,32.06
96768,18782,42.695,439.91
39663,2405,123.873,19.42
26273,2130,126.961,16.78
85730,39065,46.362,842.61
06461,15256,9.625,1585.04
65329,417,32.298,12.91
57534,118,184.977,0.64
83406,19991,100.439,199.04
25701,21860,35.541,615.06
23480,368,1.927,190.97
49247,5257,85.532,61.46
71952,45,26.282,1.71
38554,751,32.232,23.3
36010,5137,126.673,40.55
36022,16288,90.679,179.62
42355,1514,28.567,53
94561,45386,17.002,2669.45
41074,5703,1.296,4400.46
64480,362,28.238,12.82
91210,334,0.044,7590.91
60141,269,0.419,642
52537,7012,346.042,20.26
03255,1957,36.663,53.38
10706,9119,2.902,3142.32
46988,909,26.403,34.43
04958,2135,54.911,38.88
78012,364,33.293,10.93
60106,19908,8.987,2215.2
18951,36556,66.625,548.68
34974,23994,401.63,59.74
49012,3106,31.016,100.14
22645,4344,35.616,121.97
80727,527,205.28,2.57
30135,66689,83.745,796.33
78044,364,210.416,1.73
75656,4657,107.135,43.47
96104,883,211.022,4.18
59086,878,479.345,1.83
71720,2306,149.364,15.44
88038,592,384.434,1.54
12887,4629,83.66,55.33
45328,538,0.401,1341.65
95453,11888,83.709,142.02
06249,7137,54.098,131.93
70789,768,23.183,33.13
56358,3172,123.133,25.76
53590,43965,66.796,658.2
36524,1172,167.214,7.01
30228,51485,73.401,701.42
12197,2275,67.034,33.94
11950,16944,4.125,4107.64
52002,17931,28.838,621.78
50673,236,0.172,1372.09
17109,27422,7.521,3646.06
62810,1218,61.263,19.88
55340,9776,36.119,270.66
67861,2002,590.947,3.39
17087,2444,12.265,199.27
68047,1900,126.227,15.05
35580,3526,78.431,44.96
38637,26622,16.109,1652.62
79039,686,223.902,3.06
44444,9306,42.643,218.23
79407,22467,70.748,317.56
30673,6185,262.294,23.58
25862,267,4.342,61.49
73119,30307,6.073,4990.45
36578,1067,30.512,34.97
56146,48,0.992,48.39
61027,43,0.257,167.32
57522,474,118.075,4.01
73006,2463,175.25,14.05
83624,1437,258.985,5.55
75068,70562,27.389,2576.29
49248,879,32.879,26.73
31027,10879,176.202,61.74
82005,477,2.938,162.36
75414,3417,48.782,70.05
43727,1176,75.218,15.63
26520,360,2.081,172.99
80822,239,211.631,1.13
61565,1339,65.87,20.33
44418,1198,17.428,68.74
59250,284,547.846,0.52
65462,1295,94.501,13.7
52534,423,0.391,1081.84
78671,399,46.515,8.58
35044,8225,57.694,142.56
74640,240,60.342,3.98
04955,1622,44.562,36.4
06238,12267,37.376,328.21
41059,3166,13.649,231.96
37317,2576,75.324,34.2
79834,373,818.638,0.46
77856,4832,393.209,12.29
52651,405,60.467,6.7
30121,25747,56.5,455.7
13457,38,,
23882,1967,160.275,12.27
85207,50135,29.88,1677.88
73947,420,330.217,1.27
95986,110,8.21,13.4
96109,1182,197.908,5.97
31638,1039,27.012,38.46
49040,3341,40.116,83.28
04419,2901,36.532,79.41
72762,47402,59.877,791.66
60068,39227,7.092,5531.16
40146,3297,83.664,39.41
77013,17680,8.764,2017.34
27926,1881,35.777,52.58
08091,5909,3.342,1768.1
56355,643,25.896,24.83
30103,14415,100.958,142.78
66769,606,52.817,11.47
77023,24962,5.449,4581.02
95640,12811,115.386,111.03
36527,21160,41.032,515.7
29847,4925,90.845,54.21
19733,182,0.041,4439.02
33134,36937,5.216,7081.48
22027,1781,0.648,2748.46
75207,7850,3.846,2041.08
42501,17441,199.779,87.3
92103,34817,3.767,9242.63
99724,82,20.518,4
73072,50500,52.698,958.29
67862,179,253.233,0.71
17088,503,1.827,275.31
45216,9493,3.014,3149.64
19706,2059,3.652,563.8
38575,987,41.363,23.86
57032,9558,48.795,195.88
23440,240,1.586,151.32
57313,1189,174.583,6.81
24133,2521,43.29,58.24
79034,468,294.164,1.59
36575,22444,42.,534.38
64432,144,0.202,712.87
73005,7760,154.35,50.28
96009,380,220.423,1.72
39845,8155,195.543,41.7
31024,21638,335.854,64.43
30354,15487,10.751,1440.52
53051,39000,32.94,1183.97
38925,1839,149.431,12.31
61571,24544,56.796,432.14
81244,659,3.688,178.69
46818,21914,66.12,331.43
54843,13167,440.384,29.9
46060,47514,79.883,594.79
64801,36398,58.707,619.99
70647,12056,180.01,66.97
55814,311,0.042,7404.76
73078,12807,65.719,194.88
57625,3857,1228.609,3.14
36052,847,62.526,13.55
58237,5051,245.685,20.56
95819,20173,3.419,5900.26
64001,915,39.412,23.22
34981,6167,10.326,597.23
31060,1868,101.79,18.35
75862,10030,247.028,40.6
80504,61305,97.964,625.79
98043,21417,4.084,5244.12
01020,30230,12.538,2411.07
70601,31843,16.115,1975.99
75658,24,,
58367,1485,127.129,11.68
59088,1142,329.871,3.46
26405,956,52.806,18.1
57078,20547,111.582,184.14
20722,6362,1.472,4322.01
